Station_ID,Date_Time,wind_speed_set_1,wind_direction_set_1
KSNT,05/08/2020 00:51 UTC,5.75,320
KSNT,05/08/2020 01:51 UTC,3.44,320
KSNT,05/08/2020 02:51 UTC,5.75,190
KSNT,05/08/2020 03:51 UTC,3.44,160
KSNT,05/08/2020 04:51 UTC,3.44,140
KSNT,05/08/2020 05:51 UTC,0,0
KSNT,05/08/2020 06:51 UTC,3.44,180
KSNT,05/08/2020 07:51 UTC,4.61,180
KSNT,05/08/2020 08:51 UTC,0,0
KSNT,05/08/2020 09:51 UTC,0,0
KSNT,05/08/2020 10:51 UTC,0,0
KSNT,05/08/2020 11:51 UTC,0,0
KSNT,05/08/2020 12:51 UTC,0,0
KSNT,05/08/2020 13:51 UTC,0,0
KSNT,05/08/2020 14:51 UTC,0,0
KSNT,05/08/2020 15:51 UTC,4.61,
KSNT,05/08/2020 16:51 UTC,6.91,330
KSNT,05/08/2020 17:51 UTC,6.91,30
KSNT,05/08/2020 18:51 UTC,4.61,
KSNT,05/08/2020 19:51 UTC,8.05,350
KSNT,05/08/2020 20:51 UTC,4.61,
KSNT,05/08/2020 21:51 UTC,9.22,360
KSNT,05/08/2020 22:51 UTC,11.5,330
KSNT,05/08/2020 23:51 UTC,9.22,320
KSNT,05/09/2020 00:51 UTC,6.91,330
KSNT,05/09/2020 01:51 UTC,6.91,
KSNT,05/09/2020 02:51 UTC,3.44,150
KSNT,05/09/2020 03:51 UTC,4.61,190
KSNT,05/09/2020 04:51 UTC,5.75,170
KSNT,05/09/2020 05:51 UTC,3.44,180
KSNT,05/09/2020 06:51 UTC,3.44,180
KSNT,05/09/2020 07:51 UTC,3.44,150
KSNT,05/09/2020 08:51 UTC,5.75,170
KSNT,05/09/2020 09:51 UTC,3.44,170
KSNT,05/09/2020 10:51 UTC,0,0
KSNT,05/09/2020 11:51 UTC,3.44,170
KSNT,05/09/2020 12:51 UTC,0,0
KSNT,05/09/2020 13:51 UTC,0,0
KSNT,05/09/2020 14:51 UTC,0,0
KSNT,05/09/2020 15:51 UTC,3.44,20
KSNT,05/09/2020 16:51 UTC,4.61,350
KSNT,05/09/2020 17:51 UTC,0,0
KSNT,05/09/2020 18:51 UTC,,
KSNT,05/09/2020 19:51 UTC,4.61,330
KSNT,05/09/2020 20:51 UTC,4.61,
KSNT,05/09/2020 21:51 UTC,8.05,280
KSNT,05/09/2020 22:51 UTC,6.91,
KSNT,05/09/2020 23:51 UTC,6.91,330
KSNT,05/10/2020 00:51 UTC,0,0
KSNT,05/10/2020 01:51 UTC,0,0
KSNT,05/10/2020 02:51 UTC,0,0
KSNT,05/10/2020 03:51 UTC,4.61,160
KSNT,05/10/2020 04:51 UTC,5.75,170
KSNT,05/10/2020 05:51 UTC,5.75,160
KSNT,05/10/2020 06:51 UTC,4.61,150
KSNT,05/10/2020 07:51 UTC,0,0
KSNT,05/10/2020 08:51 UTC,0,0
KSNT,05/10/2020 09:51 UTC,0,0
KSNT,05/10/2020 10:51 UTC,3.44,170
KSNT,05/10/2020 11:51 UTC,0,0
KSNT,05/10/2020 12:51 UTC,0,0
KSNT,05/10/2020 13:51 UTC,0,0
KSNT,05/10/2020 14:51 UTC,3.44,
KSNT,05/10/2020 15:51 UTC,4.61,350
KSNT,05/10/2020 16:51 UTC,3.44,30
KSNT,05/10/2020 17:51 UTC,3.44,
KSNT,05/10/2020 18:51 UTC,0,0
KSNT,05/10/2020 19:51 UTC,10.36,320
KSNT,05/10/2020 20:51 UTC,5.75,
KSNT,05/10/2020 21:51 UTC,3.44,
KSNT,05/10/2020 22:51 UTC,9.22,210
KSNT,05/10/2020 23:51 UTC,,
KSNT,05/11/2020 00:51 UTC,8.05,360
KSNT,05/11/2020 01:51 UTC,4.61,350
KSNT,05/11/2020 02:51 UTC,0,0
KSNT,05/11/2020 03:51 UTC,3.44,160
KSNT,05/11/2020 04:51 UTC,0,0
KSNT,05/11/2020 05:51 UTC,0,0
KSNT,05/11/2020 06:51 UTC,0,0
KSNT,05/11/2020 07:51 UTC,5.75,160
KSNT,05/11/2020 08:51 UTC,0,0
KSNT,05/11/2020 09:51 UTC,5.75,250
KSNT,05/11/2020 10:51 UTC,4.61,260
KSNT,05/11/2020 11:51 UTC,0,0
KSNT,05/11/2020 12:51 UTC,5.75,190
KSNT,05/11/2020 13:51 UTC,0,0
KSNT,05/11/2020 14:51 UTC,3.44,360
KSNT,05/11/2020 15:51 UTC,0,0
KSNT,05/11/2020 16:51 UTC,3.44,340
KSNT,05/11/2020 17:51 UTC,4.61,
KSNT,05/11/2020 18:51 UTC,3.44,
KSNT,05/11/2020 19:51 UTC,10.36,330
KSNT,05/11/2020 20:51 UTC,8.05,270
KSNT,05/11/2020 21:51 UTC,6.91,260
KSNT,05/11/2020 22:51 UTC,9.22,250
KSNT,05/11/2020 23:51 UTC,6.91,260
KSNT,05/12/2020 00:51 UTC,6.91,310
KSNT,05/12/2020 01:51 UTC,4.61,280
KSNT,05/12/2020 02:51 UTC,4.61,240
KSNT,05/12/2020 03:51 UTC,4.61,180
KSNT,05/12/2020 04:51 UTC,4.61,
KSNT,05/12/2020 05:51 UTC,0,0
KSNT,05/12/2020 06:51 UTC,4.61,160
KSNT,05/12/2020 07:51 UTC,9.22,90
KSNT,05/12/2020 08:51 UTC,0,0
KSNT,05/12/2020 09:51 UTC,10.36,190
KSNT,05/12/2020 10:51 UTC,8.05,170
KSNT,05/12/2020 11:51 UTC,0,0
KSNT,05/12/2020 12:51 UTC,4.61,
KSNT,05/12/2020 13:51 UTC,4.61,180
KSNT,05/12/2020 14:51 UTC,3.44,30
KSNT,05/12/2020 15:51 UTC,8.05,60
KSNT,05/12/2020 16:51 UTC,6.91,40
KSNT,05/12/2020 17:51 UTC,4.61,
KSNT,05/12/2020 18:51 UTC,5.75,
KSNT,05/12/2020 19:51 UTC,8.05,320
KSNT,05/12/2020 20:51 UTC,6.91,250
KSNT,05/12/2020 21:51 UTC,4.61,
KSNT,05/12/2020 22:51 UTC,0,0
KSNT,05/12/2020 23:51 UTC,4.61,250
KSNT,05/13/2020 00:51 UTC,6.91,
KSNT,05/13/2020 01:51 UTC,5.75,
KSNT,05/13/2020 02:51 UTC,0,0
KSNT,05/13/2020 03:51 UTC,3.44,10
KSNT,05/13/2020 04:51 UTC,4.61,350
KSNT,05/13/2020 05:51 UTC,0,0
KSNT,05/13/2020 06:51 UTC,3.44,160
KSNT,05/13/2020 07:51 UTC,0,0
KSNT,05/13/2020 08:51 UTC,4.61,220
KSNT,05/13/2020 09:51 UTC,4.61,180
KSNT,05/13/2020 10:51 UTC,4.61,170
KSNT,05/13/2020 11:51 UTC,0,0
KSNT,05/13/2020 12:51 UTC,0,0
KSNT,05/13/2020 13:51 UTC,0,0
KSNT,05/13/2020 14:51 UTC,NULL,NULL
KSNT,05/13/2020 15:51 UTC,NULL,NULL
KSNT,05/13/2020 16:51 UTC,3.44,330
KSNT,05/13/2020 17:51 UTC,3.44,350
KSNT,05/13/2020 18:51 UTC,5.75,
KSNT,05/13/2020 19:51 UTC,9.22,360
KSNT,05/13/2020 20:51 UTC,3.44,
KSNT,05/13/2020 21:51 UTC,,
KSNT,05/13/2020 22:51 UTC,9.22,220
KSNT,05/13/2020 23:51 UTC,3.44,210
KSNT,05/14/2020 00:51 UTC,10.36,290
KSNT,05/14/2020 01:51 UTC,0,0
KSNT,05/14/2020 02:51 UTC,3.44,
KSNT,05/14/2020 03:51 UTC,0,0
KSNT,05/14/2020 04:51 UTC,0,0
KSNT,05/14/2020 05:51 UTC,3.44,140
KSNT,05/14/2020 06:51 UTC,0,0
KSNT,05/14/2020 07:51 UTC,3.44,200
KSNT,05/14/2020 08:51 UTC,0,0
KSNT,05/14/2020 09:51 UTC,4.61,190
KSNT,05/14/2020 10:51 UTC,0,0
KSNT,05/14/2020 11:51 UTC,3.44,180
KSNT,05/14/2020 12:51 UTC,3.44,160
KSNT,05/14/2020 13:51 UTC,3.44,10
KSNT,05/14/2020 14:51 UTC,0,0
KSNT,05/14/2020 15:51 UTC,0,0
KSNT,05/14/2020 16:51 UTC,3.44,
KSNT,05/14/2020 17:51 UTC,8.05,220
KSNT,05/14/2020 18:51 UTC,6.91,150
KSNT,05/14/2020 19:51 UTC,4.61,
KSNT,05/14/2020 20:51 UTC,6.91,
KSNT,05/14/2020 21:51 UTC,8.05,110
KSNT,05/14/2020 22:51 UTC,4.61,150
KSNT,05/14/2020 23:51 UTC,0,0
KSNT,05/15/2020 00:51 UTC,0,0
KSNT,05/15/2020 01:51 UTC,5.75,320
KSNT,05/15/2020 02:51 UTC,0,0
KSNT,05/15/2020 03:51 UTC,3.44,350
KSNT,05/15/2020 04:51 UTC,4.61,230
KSNT,05/15/2020 05:51 UTC,0,0
KSNT,05/15/2020 06:51 UTC,0,0
KSNT,05/15/2020 07:51 UTC,0,0
KSNT,05/15/2020 08:51 UTC,0,0
KSNT,05/15/2020 09:51 UTC,0,0
KSNT,05/15/2020 10:51 UTC,0,0
KSNT,05/15/2020 11:51 UTC,0,0
KSNT,05/15/2020 12:51 UTC,0,0
KSNT,05/15/2020 13:51 UTC,0,0
KSNT,05/15/2020 14:51 UTC,NULL,NULL
KSNT,05/15/2020 15:51 UTC,NULL,NULL
KSNT,05/15/2020 16:51 UTC,NULL,NULL
KSNT,05/15/2020 17:51 UTC,0,0
KSNT,05/15/2020 18:51 UTC,0,0
KSNT,05/15/2020 19:51 UTC,9.22,360
KSNT,05/15/2020 20:51 UTC,3.44,
KSNT,05/15/2020 21:51 UTC,10.36,180
KSNT,05/15/2020 22:51 UTC,14.97,350
KSNT,05/15/2020 23:51 UTC,9.22,340
KSNT,05/16/2020 00:51 UTC,3.44,350
KSNT,05/16/2020 01:51 UTC,0,0
KSNT,05/16/2020 02:51 UTC,3.44,40
KSNT,05/16/2020 03:51 UTC,4.61,230
KSNT,05/16/2020 04:51 UTC,3.44,170
KSNT,05/16/2020 05:51 UTC,0,0
KSNT,05/16/2020 06:51 UTC,0,0
KSNT,05/16/2020 07:51 UTC,0,0
KSNT,05/16/2020 08:51 UTC,4.61,120
KSNT,05/16/2020 09:51 UTC,4.61,140
KSNT,05/16/2020 10:51 UTC,3.44,120
KSNT,05/16/2020 11:51 UTC,3.44,120
KSNT,05/16/2020 12:51 UTC,0,0
KSNT,05/16/2020 13:51 UTC,3.44,110
KSNT,05/16/2020 14:51 UTC,0,0
KSNT,05/16/2020 15:51 UTC,3.44,
KSNT,05/16/2020 16:51 UTC,4.61,
KSNT,05/16/2020 17:51 UTC,5.75,360
KSNT,05/16/2020 18:51 UTC,8.05,30
KSNT,05/16/2020 19:51 UTC,3.44,
KSNT,05/16/2020 20:51 UTC,5.75,
KSNT,05/16/2020 21:51 UTC,3.44,
KSNT,05/16/2020 22:51 UTC,5.75,
KSNT,05/16/2020 23:51 UTC,10.36,180
KSNT,05/17/2020 00:51 UTC,5.75,180
KSNT,05/17/2020 01:51 UTC,4.61,160
KSNT,05/17/2020 02:51 UTC,4.61,170
KSNT,05/17/2020 03:51 UTC,9.22,170
KSNT,05/17/2020 04:51 UTC,9.22,200
KSNT,05/17/2020 05:51 UTC,6.91,160
KSNT,05/17/2020 06:51 UTC,6.91,180
KSNT,05/17/2020 07:51 UTC,8.05,150
KSNT,05/17/2020 08:51 UTC,8.05,150
KSNT,05/17/2020 09:51 UTC,0,0
KSNT,05/17/2020 10:51 UTC,0,0
KSNT,05/17/2020 11:51 UTC,4.61,30
KSNT,05/17/2020 12:51 UTC,0,0
KSNT,05/17/2020 13:51 UTC,0,0
KSNT,05/17/2020 14:51 UTC,0,0
KSNT,05/17/2020 15:51 UTC,5.75,350
KSNT,05/17/2020 16:51 UTC,5.75,10
KSNT,05/17/2020 17:51 UTC,10.36,140
KSNT,05/17/2020 18:51 UTC,9.22,140
KSNT,05/17/2020 19:51 UTC,5.75,
KSNT,05/17/2020 20:51 UTC,14.97,180
KSNT,05/17/2020 21:51 UTC,16.11,170
KSNT,05/17/2020 22:51 UTC,4.61,
KSNT,05/17/2020 23:51 UTC,5.75,
KSNT,05/18/2020 00:51 UTC,10.36,190
KSNT,05/18/2020 01:51 UTC,10.36,140
KSNT,05/18/2020 02:51 UTC,9.22,140
KSNT,05/18/2020 03:51 UTC,3.44,170
KSNT,05/18/2020 04:51 UTC,0,0
KSNT,05/18/2020 05:51 UTC,0,0
KSNT,05/18/2020 06:51 UTC,0,0
KSNT,05/18/2020 07:51 UTC,8.05,350
KSNT,05/18/2020 08:51 UTC,10.36,20
KSNT,05/18/2020 09:51 UTC,9.22,20
KSNT,05/18/2020 10:51 UTC,8.05,20
KSNT,05/18/2020 11:51 UTC,3.44,280
KSNT,05/18/2020 12:51 UTC,0,0
KSNT,05/18/2020 13:51 UTC,0,0
KSNT,05/18/2020 14:51 UTC,0,0
KSNT,05/18/2020 15:51 UTC,0,0
KSNT,05/18/2020 16:51 UTC,4.61,
KSNT,05/18/2020 17:51 UTC,13.8,170
KSNT,05/18/2020 18:51 UTC,13.8,170
KSNT,05/18/2020 19:51 UTC,19.57,170
KSNT,05/18/2020 20:51 UTC,12.66,180
KSNT,05/18/2020 21:51 UTC,10.36,200
KSNT,05/18/2020 22:51 UTC,5.75,
KSNT,05/18/2020 23:51 UTC,9.22,20
KSNT,05/19/2020 00:51 UTC,11.5,20
KSNT,05/19/2020 01:51 UTC,5.75,
KSNT,05/19/2020 02:51 UTC,6.91,190
KSNT,05/19/2020 03:51 UTC,4.61,270
KSNT,05/19/2020 04:51 UTC,0,0
KSNT,05/19/2020 05:51 UTC,4.61,100
KSNT,05/19/2020 06:51 UTC,8.05,170
KSNT,05/19/2020 07:51 UTC,0,0
KSNT,05/19/2020 08:51 UTC,0,0
KSNT,05/19/2020 09:51 UTC,0,0
KSNT,05/19/2020 10:51 UTC,0,0
KSNT,05/19/2020 11:51 UTC,0,0
KSNT,05/19/2020 12:51 UTC,0,0
KSNT,05/19/2020 13:51 UTC,3.44,110
KSNT,05/19/2020 14:51 UTC,3.44,150
KSNT,05/19/2020 15:51 UTC,4.61,90
KSNT,05/19/2020 16:51 UTC,3.44,170
KSNT,05/19/2020 17:51 UTC,5.75,170
KSNT,05/19/2020 18:51 UTC,4.61,340
KSNT,05/19/2020 19:51 UTC,4.61,210
KSNT,05/19/2020 20:51 UTC,4.61,360
KSNT,05/19/2020 21:51 UTC,4.61,350
KSNT,05/19/2020 22:51 UTC,3.44,
KSNT,05/19/2020 23:51 UTC,4.61,120
KSNT,05/20/2020 00:51 UTC,3.44,
KSNT,05/20/2020 01:51 UTC,3.44,120
KSNT,05/20/2020 02:51 UTC,3.44,160
KSNT,05/20/2020 03:51 UTC,4.61,100
KSNT,05/20/2020 04:51 UTC,0,0
KSNT,05/20/2020 05:51 UTC,0,0
KSNT,05/20/2020 06:51 UTC,4.61,170
KSNT,05/20/2020 07:51 UTC,4.61,190
KSNT,05/20/2020 08:51 UTC,4.61,170
KSNT,05/20/2020 09:51 UTC,4.61,170
KSNT,05/20/2020 10:51 UTC,6.91,150
KSNT,05/20/2020 11:51 UTC,10.36,200
KSNT,05/20/2020 12:51 UTC,3.44,120
KSNT,05/20/2020 13:51 UTC,6.91,90
KSNT,05/20/2020 14:51 UTC,5.75,160
KSNT,05/20/2020 15:51 UTC,9.22,150
KSNT,05/20/2020 16:51 UTC,11.5,170
KSNT,05/20/2020 17:51 UTC,8.05,150
KSNT,05/20/2020 18:51 UTC,5.75,
KSNT,05/20/2020 19:51 UTC,6.91,180
KSNT,05/20/2020 20:51 UTC,5.75,350
KSNT,05/20/2020 21:51 UTC,8.05,240
KSNT,05/20/2020 22:51 UTC,6.91,210
KSNT,05/20/2020 23:51 UTC,4.61,40
KSNT,05/21/2020 00:51 UTC,4.61,80
KSNT,05/21/2020 01:51 UTC,6.91,20
KSNT,05/21/2020 02:51 UTC,0,0
KSNT,05/21/2020 03:51 UTC,3.44,50
KSNT,05/21/2020 04:51 UTC,0,0
KSNT,05/21/2020 05:51 UTC,0,0
KSNT,05/21/2020 06:51 UTC,3.44,260
KSNT,05/21/2020 07:51 UTC,0,0
KSNT,05/21/2020 08:51 UTC,0,0
KSNT,05/21/2020 09:51 UTC,4.61,120
KSNT,05/21/2020 10:51 UTC,0,0
KSNT,05/21/2020 11:51 UTC,0,0
KSNT,05/21/2020 12:51 UTC,0,0
KSNT,05/21/2020 13:51 UTC,0,0
KSNT,05/21/2020 14:51 UTC,3.44,
KSNT,05/21/2020 15:51 UTC,0,0
KSNT,05/21/2020 16:51 UTC,8.05,220
KSNT,05/21/2020 17:51 UTC,8.05,210
KSNT,05/21/2020 18:51 UTC,6.91,
KSNT,05/21/2020 19:51 UTC,9.22,240
KSNT,05/21/2020 20:51 UTC,10.36,250
KSNT,05/21/2020 21:51 UTC,8.05,210
KSNT,05/21/2020 22:51 UTC,9.22,190
KSNT,05/21/2020 23:51 UTC,4.61,
KSNT,05/22/2020 00:51 UTC,6.91,270
KSNT,05/22/2020 01:51 UTC,4.61,330
KSNT,05/22/2020 02:51 UTC,3.44,340
KSNT,05/22/2020 03:51 UTC,0,0
KSNT,05/22/2020 04:51 UTC,4.61,180
KSNT,05/22/2020 05:51 UTC,0,0
KSNT,05/22/2020 06:51 UTC,5.75,140
KSNT,05/22/2020 07:51 UTC,0,0
KSNT,05/22/2020 08:51 UTC,0,0
KSNT,05/22/2020 09:51 UTC,0,0
KSNT,05/22/2020 10:51 UTC,4.61,340
KSNT,05/22/2020 11:51 UTC,3.44,310
KSNT,05/22/2020 12:51 UTC,0,0
KSNT,05/22/2020 13:51 UTC,0,0
KSNT,05/22/2020 14:51 UTC,4.61,330
KSNT,05/22/2020 15:51 UTC,0,0
KSNT,05/22/2020 16:51 UTC,3.44,
KSNT,05/22/2020 17:51 UTC,4.61,
KSNT,05/22/2020 18:51 UTC,6.91,360
KSNT,05/22/2020 19:51 UTC,4.61,
KSNT,05/22/2020 20:51 UTC,3.44,
KSNT,05/22/2020 21:51 UTC,6.91,360
KSNT,05/22/2020 22:51 UTC,0,0
KSNT,05/22/2020 23:51 UTC,9.21,360
KSNT,05/23/2020 00:51 UTC,11.51,350
KSNT,05/23/2020 01:51 UTC,8.06,340
KSNT,05/23/2020 02:51 UTC,6.91,350
KSNT,05/23/2020 03:51 UTC,6.91,350
KSNT,05/23/2020 04:51 UTC,9.21,330
KSNT,05/23/2020 05:51 UTC,6.91,330
KSNT,05/23/2020 06:51 UTC,0,0
KSNT,05/23/2020 07:51 UTC,0,0
KSNT,05/23/2020 08:51 UTC,3.45,310
KSNT,05/23/2020 09:51 UTC,0,0
KSNT,05/23/2020 10:51 UTC,3.45,280
KSNT,05/23/2020 11:51 UTC,0,0
KSNT,05/23/2020 12:51 UTC,0,0
KSNT,05/23/2020 13:51 UTC,3.45,340
KSNT,05/23/2020 14:51 UTC,3.45,
KSNT,05/23/2020 15:51 UTC,4.6,
KSNT,05/23/2020 16:51 UTC,5.75,
KSNT,05/23/2020 17:51 UTC,0,0
KSNT,05/23/2020 18:51 UTC,5.75,340
KSNT,05/23/2020 19:51 UTC,3.45,20
KSNT,05/23/2020 20:51 UTC,6.91,330
KSNT,05/23/2020 21:51 UTC,0,0
KSNT,05/23/2020 22:51 UTC,0,0
KSNT,05/23/2020 23:51 UTC,6.91,340
KSNT,05/24/2020 00:51 UTC,8.06,330
KSNT,05/24/2020 01:51 UTC,5.75,330
KSNT,05/24/2020 02:51 UTC,4.6,310
KSNT,05/24/2020 03:51 UTC,4.6,320
KSNT,05/24/2020 04:51 UTC,3.45,
